480,R29,QCL,Arrived,,Store,,,,,,,,0.0,,,23463.00,6658799.40,,,,,,,,Arrived at Works,,9,
481,R30,QCL,Arrived,,Store,,,,,,,,0.0,,,54442.88,15450887.93,,,,,,,,Arrived at Works,,9,
482,R31,QCL,Arrived,,Store,,,,,,,,0.0,,,60772.50,17259390.00,,,,,,,,Arrived at Works,,9,
483,R32,QCL,Arrived,,Store,,,,,,,,0.0,,,15180.38,4311226.50,,,,,,,,Arrived at Works,,9,
484,R33,QBL-II,Arrived,,Store,,,,,2025-11-06,,2026-02-06,13.142857142857142,,,6636.00,265108.20,,,,,,,,Arrived at Works,"Material is ready, Vessel booking received ETD: 01-12-25",10,
485,R34,QBL-II,Arrived,,Store,,,,,2025-10-27,,2026-01-26,13.0,,,21984.90,878296.76,,,,,,,,Arrived at Works,"Material is ready, Vessel booking received ETD: 01-12-25",10,
486,R35,QBL-II,Arrived,,Store,,,,,2025-11-06,,2026-02-06,13.142857142857142,,,5449.50,217707.53,,,,,,,,Arrived at Works,"Material is ready, Vessel booking received ETD: 01-12-25",10,
487,R36,QBL-II,Arrived,,Store,,,,,2025-11-06,,2026-02-06,13.142857142857142,,,32280.00,1289586.00,,,,,,,,Arrived at Works,"Material is ready, Vessel booking received ETD: 01-12-25",10,
488,R37,QBL-II,Arrived,,Store,,,,,2025-11-06,,2026-02-06,13.142857142857142,,,23670.00,945616.50,,,,,,,,Arrived at Works,"Material is ready, Vessel booking received ETD: 01-12-25",10,
489,R38,QBL-II,Arrived,,Store,,,,,,,,0.0,,,75014.17,21289021.45,,,,,,,,Arrived at Works,On time,,
490,R39,QBL-II,Arrived,,Store,,,,,,,,0.0,,,15313.93,4346093.33,,,,,,,,Arrived at Works,On time,,
491,R40,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-CHYS-0046,,Chaudry,13.832,2026-05-21,,2026-08-13,12.0,,,105814.80,4338406.80,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
492,R41,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-ALMA-0080,,ALMA,11.302,2026-05-21,,2026-08-13,12.0,,,86461.83,3544935.03,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
493,R42,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-ALMA-0079,,ALMA,8.044,2026-05-21,,2026-08-13,12.0,,,57514.60,2358098.60,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
494,R43,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,CE26-TSLU-0007,CE26-MO-0162,Lindemann,0.280,2026-05-21,,2026-08-13,12.0,,,2660.00,109060.00,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
495,R44,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,CE26-TSLU-0007,CE26-MO-0162,Lindemann,0.065,2026-05-21,,2026-08-13,12.0,,,617.50,25317.50,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
496,R45,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE25-RPLA-0014,,Riopaila,27.680,2026-05-15,,2026-08-07,12.0,,,210368.00,8625088.00,,,,,,,,Ready Awaiting Sailing,"Cargo is ready, Vessel Bookin received ETD: 09-07-2026",11,
497,R46,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-SAKS-0106,,Sakrand,3.266,2026-05-15,,2026-08-07,12.0,,,34293.00,1406013.00,,,,,,,,Ready Awaiting Sailing,"Cargo is ready, Vessel Bookin received ETD: 09-07-2026",11,
498,R47,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-SAKS-0108,,Sakrand,5.616,2026-05-15,,2026-08-07,12.0,,,58968.00,2417688.00,,,,,,,,Ready Awaiting Sailing,"Cargo is ready, Vessel Bookin received ETD: 09-07-2026",11,
499,R48,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-SAKS-0107,,Sakrand,1.227,2026-05-18,,2026-08-10,12.0,,,15349.77,629340.57,,,,,,,,Ready Awaiting Sailing,"Cargo is ready, Vessel Bookin received ETD: 09-07-2026",11,
500,R49,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-HUDS-0046,,Seven Star,1.227,2026-05-18,,2026-08-10,12.0,,,13374.30,548346.30,,,,,,,,Ready Awaiting Sailing,"Cargo is ready, Vessel Bookin received ETD: 09-07-2026",11,
501,R50,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,CL25-DCLH-0071,,DEWAN ©,5.105,2026-05-19,,2026-08-12,12.142857142857142,,,38185.40,1565601.40,,,,,,,,Ready Awaiting Sailing,"Cargo is ready, Vessel Bookin received ETD: 09-07-2026",11,
502,R51,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-SUCL-0053,,Sonkor(UCL),4.134,2026-05-07,,2026-07-30,12.0,,,29351.40,1203407.40,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
503,R52,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-ESML-0166,,Etihad,2.558,2026-05-11,,2026-08-03,12.0,,,25700.00,1053699.83,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
504,R53,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-HABL-0271,,Habib  Sugar,14.234,2026-05-14,,2026-08-08,12.285714285714286,,,108890.10,4464494.10,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
505,R54,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-ASMZ-0063,,Alliance,12.491,2026-05-14,,2026-08-08,12.285714285714286,,,95556.15,3917802.15,,,,,,,,Under Production,Production is about to complete. Forwarder nomination is awaited from Logistics.,6,
506,R55,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,QG26-QESS-0048,,Qadbros,24.982,2026-05-15,,2026-08-07,12.0,,,191112.30,7835604.30,,,,,,,,Under Production,"Finished forging but 2pcs failed UT test,repreparing raw material,expected to start forged this week,Production is about to complete. Forwarder nomination is awaited from Logistics.",6,
507,R56,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-HAMS-0273,,Hamza Sugar,7.380,2026-04-28,,2026-07-21,12.0,,,52398.00,2148318.00,,,,,,,,In Transit,Vessel rollover from ETD: 18-06-2026 to 21-06-2026.,11,
508,R57,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-CHMS-0170,,Chashma,28.050,2026-04-28,,2026-07-21,12.0,,,199155.00,8165355.00,,,,,,,,In Transit,Vessel rollover from ETD: 18-06-2026 to 21-06-2026.,11,
509,R58,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-RANP-0041,,Ranipur,6.378,2026-05-04,,2026-07-28,12.142857142857142,,,45283.80,1856635.80,,,,,,,,In Transit,Vessel rollover from ETD: 18-06-2026 to 21-06-2026.,11,
510,R59,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-RANP-0043,,Ranipur,6.378,2026-05-04,,2026-07-28,12.142857142857142,,,45283.80,1856635.80,,,,,,,,In Transit,Vessel rollover from ETD: 18-06-2026 to 21-06-2026.,11,
511,R60,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-SANS-0068,,Sanghar,6.264,2026-04-24,,2026-07-17,12.0,,,44787.60,1836291.60,,,,,,,,In Transit,"Shafts will be ready by 10th June, Vessel rollover from ETD: 21-06-26 to 25-06-26 & now 01-07-2026",6,
512,R61,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-AABM-0196,,AL Abbas,16.566,2026-04-24,,2026-07-17,12.0,,,118446.90,4856322.90,,,,,,,,In Transit,"Shafts will be ready by 10th June, Vessel rollover from ETD: 21-06-26 to 25-06-26 & now 01-07-2026",6,
513,R62,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-SNAK-0113,,Sonkor(Nakambala),1.295,2026-04-24,,2026-07-17,12.0,,,9255.68,379482.68,,,,,,,,In Transit,Vessel rollover from ETD: 17-06-2026 to 21-06-2026.,6,
514,R63,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-SUBO-0063,,Sonkor(UBOMBO),1.334,2026-04-24,,2026-07-17,12.0,,,9539.53,391120.73,,,,,,,,In Transit,Vessel rollover from ETD: 17-06-2026 to 21-06-2026.,6,
515,R64,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-FATD-0460,,Fatima,1.354,2026-04-24,,2026-07-17,12.0,,,9679.67,396866.47,,,,,,,,In Transit,Vessel rollover from ETD: 17-06-2026 to 21-06-2026.,6,
516,R65,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-SNAK-0113,,Sonkor(Nakambala),1.236,2026-04-24,,2026-07-17,12.0,,,8833.83,362186.83,,,,,,,,In Transit,Vessel rollover from ETD: 17-06-2026 to 21-06-2026.,6,
517,R66,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,CE26-TSLU-0001,CE26-MO-0162,Texas Shredder,4.852,2026-04-27,,2026-07-20,12.0,,,55796.85,2287670.85,,,,,,,,In Transit,"Shafts will be ready by 10th June, Vessel rollover from ETD: 21-06-26 to 25-06-26 & now 01-07-2026",6,
518,R67,QBL-II,Shafts/Ongoing/Import Status/Import Rem,Scraps,Store,,,,,,,,,,,35683.12,9934180.61,,,,,,,,In Transit,,8,
519,R68,QBL-II,Shafts/Ongoing/Import Status/Import Rem,Scraps,Store,,,,,,,,,,,30285.20,8460170.62,,,,,,,,In Transit,,8,
520,R69,QBL-II,Shafts/Ongoing/Import Status/Import Rem,Scraps,Store,,,,,,,,,,,9115.48,2570565.36,,,,,,,,In Transit,,8,
521,R70,QEN,Shafts/Ongoing/Import Status/Import Rem,Engineering Item,Engg.,SL26-SWSM-0121,,SW Sugar,15.893,2026-04-14,,2026-07-07,12.0,,,120786.80,4952258.80,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
522,R71,QEN,Shafts/Ongoing/Import Status/Import Rem,Engineering Item,Engg.,SE26-MAGZ-0046,,MAYAGUEZ S.A,15.110,2026-04-14,,2026-07-07,12.0,,,114836.00,4708276.00,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
523,R72,QEN,Shafts/Ongoing/Import Status/Import Rem,Engineering Item,Engg.,SE26-MAGZ-0047,,MAYAGUEZ S.A,8.226,2026-04-14,,2026-07-07,12.0,,,58404.60,2394588.60,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
524,R73,QEN,Shafts/Ongoing/Import Status/Import Rem,Engineering Item,Engg.,SE26-LULS-0269,,Lula Sugar,8.295,2026-04-17,,2026-07-10,12.0,,,58894.50,2414674.50,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
525,R74,QEN,Shafts/Ongoing/Import Status/Import Rem,Engineering Item,Engg.,CE26-AFVP-0002,CE26-MO-0160,AFRISAM,1.452,2026-04-10,,2026-07-05,12.285714285714286,,,17641.80,723313.80,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
526,R75,QEN,Shafts/Ongoing/Import Status/Import Rem,Engineering Item,Engg.,CE26-AFVP-0002,CE26-MO-0160,AFRISAM,0.026,2026-04-10,,2026-07-05,12.285714285714286,,,1600.00,65600.00,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
527,R76,QBL-II,Arrived,,Store,,,,,,,,0.0,,,84746.40,24051028.32,,,,,,,,Arrived at Works,On time,,
528,R77,QCL,Shafts/Ongoing/Import Status/Import Rem,Foundry Material,Store,,,,,2026-03-25,,2026-06-25,13.142857142857142,,,30960.00,10075932.00,,,,,,,,In Transit,"Shipment booking has been received with ETD 09-05-26. However, the shipment has been unexpectedly delayed due to the current Red Sea issue, which has increased the transit time from 45 days to approximately 70 days. Additionally, the booking was received by the supplier from the shipping line after a delay of 18 days.",12,
529,R78,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-FATD-0462,,FATIMA SUGAR,5.388,2026-04-03,,2026-06-30,12.571428571428571,,,42565.20,1702608.00,,,,,,,,In Transit,"1st production finish date was 15-05-2026, Reproduction, Preparing Raw Material, Vessel booking received Vessel rollover from ETD: 17-06-2026 to 21-06-2026.",6,
530,R79,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-FATD-0463,,FATIMA SUGAR,3.730,2026-04-03,,2026-06-30,12.571428571428571,,,29467.00,1178680.00,,,,,,,,In Transit,"1st production finish date was 15-05-2026, Reproduction, Preparing Raw Material, Vessel booking received Vessel rollover from ETD: 17-06-2026 to 21-06-2026.",6,
531,R80,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-JKS2-0419,,JK-II,66.391,2026-04-03,,2026-06-30,12.571428571428571,,,507891.15,20315646.00,,,,,,,,In Transit,"Production Completed, vessel booked ETD 30-05-26 rollover to 08-06-2026, ETA = 02-07-2026 rollover to05-07-2026 and now 08-07-2026",6,
532,R81,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-JKS2-0419,,JK-II,10.760,2026-04-03,,2026-06-30,12.571428571428571,,,76934.00,3077360.00,,,,,,,,In Transit,"Production Completed, vessel booked ETD 30-05-26 rollover to 08-06-2026, ETA = 02-07-2026 rollover to05-07-2026 and now 08-07-2026",6,
533,R82,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-FATD-0460,,FATIMA SUGAR,63.330,2026-04-03,,2026-06-30,12.571428571428571,,,484474.50,19378980.00,,,,,,,,In Transit,"Production Completed, vessel booked ETD 30-05-26 rollover to 08-06-2026, ETA = 02-07-2026 rollover to05-07-2026 and now 08-07-2026",6,
534,R83,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SL26-FATD-0460,,FATIMA SUGAR,6.376,2026-04-03,,2026-06-30,12.571428571428571,,,45588.40,1823536.00,,,,,,,,In Transit,"Production Completed, vessel booked ETD 30-05-26 rollover to 08-06-2026, ETA = 02-07-2026 rollover to05-07-2026 and now 08-07-2026",6,
535,R84,QCL,Arrived,,,,,,,,,,0.0,,,50464.32,14195613.22,,,,,,,,Arrived at Works,On time,,
536,R85,QCL,Shafts/Ongoing/Import Status/Import Rem,Foundry Material,Store,,,,,2026-03-25,,2026-07-25,17.428571428571427,,,3096.00,996912.00,,,,,,,,In Transit,"Shipment booking has been received with ETD 09-05-26. However, the shipment has been unexpectedly delayed due to the current Red Sea issue, which has increased the transit time from 45 days to approximately 70 days. Additionally, the booking was received by the supplier from the shipping line after a delay of 18 days.",12,
537,R86,QBL-II,Shafts/Ongoing/Import Status/Import Rem,Foundry Material,Store,,,,,2026-02-25,,2026-05-25,12.714285714285714,,,4260.00,1371720.00,,,,,,,,In Transit,"Shipment booking has been received with ETD 09-05-26. However, the shipment has been unexpectedly delayed due to the current Red Sea issue, which has increased the transit time from 45 days to approximately 70 days. Additionally, the booking was received by the supplier from the shipping line after a delay of 18 days.",12,
538,R87,QCL,Shafts/Ongoing/Import Status/Import Rem,Foundry Material,Store,,,,,2026-03-25,,2026-06-25,13.142857142857142,,,5538.00,1783236.00,,,,,,,,In Transit,"Shipment booking has been received with ETD 09-05-26. However, the shipment has been unexpectedly delayed due to the current Red Sea issue, which has increased the transit time from 45 days to approximately 70 days. Additionally, the booking was received by the supplier from the shipping line after a delay of 18 days.",12,
539,R88,QCL,Shafts/Ongoing/Import Status/Import Rem,Foundry Material,Store,,,,,2026-03-25,,2026-06-25,13.142857142857142,,,13800.00,4443600.00,,,,,,,,In Transit,"Shipment booking has been received with ETD 09-05-26. However, the shipment has been unexpectedly delayed due to the current Red Sea issue, which has increased the transit time from 45 days to approximately 70 days. Additionally, the booking was received by the supplier from the shipping line after a delay of 18 days.",12,
540,R89,QBl-II,Arrived,Foundry Material,Store,,,,,2026-06-12,,2026-07-06,,,,6318.00,2036923.20,,,,,,,,Arrived at Works,"Material is ready, Forwarder nomination is awaited.",12,
541,R90,QBL-II,Shafts/Ongoing/Import Status/Import Rem,Foundry Material,Store,,,,,2026-05-20,,2026-08-20,,,,850.00,274040.00,,,,,,,,Ready Awaiting Sailing,"Material is ready, Forwarder nomination is awaited.",12,
542,R91,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-NSEA-0051,,Ingenio San Antonio,8.540,2026-03-19,,2026-06-11,12.0,,,60634.00,2425360.00,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
543,R92,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-SUBO-0063,,Sonkor(UBOMBO),41.520,2026-04-03,,2026-06-30,12.571428571428571,,,315552.00,12622080.00,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
544,R93,QEN,Shafts/Ongoing/Import Status/Import Rem,Shafts,Engg.,SE26-SUBO-0063,,Sonkor(UBOMBO),2.920,2026-04-03,,2026-06-30,12.571428571428571,,,20732.00,829280.00,,,,,,,,In Transit,Vessel rollover from ETD: 01-06-2026 to 07-06-2026 and now 13-06-2026 and now 15-06-2026.,11,
545,R94,QCL,Arrived,,,,,,,,,,0.0,,,47762.91,13426154.00,,,,,,,,Arrived at Works,On time,,
546,R95,QCL,Arrived,,,,,,,,,,0.0,,,8288.28,2339781.44,,,,,,,,Arrived at Works,On time,,
547,R96,QCL,Arrived,,,,,,,,,,0.0,,,31635.24,8930628.25,,,,,,,,Arrived at Works,On time,,
548,R97,QCL,Arrived,,,,,,,,,,0.0,,,7988.00,2258207.60,,,,,,,,Arrived at Works,On time,,
549,R98,QCL,Arrived,,,,,,,,,,0.0,,,48509.37,13713598.90,,,,,,,,Arrived at Works,On time,,
550,R99,QCL,Arrived,Scraps,Store,,,,,,,,,,,26205.20,7337456.00,,,,,,,,Arrived at Works,Shipment will be reach at QCL on Monday dt: 12-05-2026,8,
551,R100,QEN,Arrived,Shafts,Engg.,SE25-CASA-0037,,CASA,4.404,2026-01-29,,2026-05-20,15.857142857142858,,,36112.80,1444512.00,,,,,,,,Arrived at Works,"Material will be ready on dt: 27-03-2026, Shipment booking has been received ETD:07-04-2026, Shipment will reach at QEN on Monday dt: 12-05-2026",11,
552,R101,QEN,Arrived,Shafts,Engg.,SE26-SARI-0005,,Sonkor(SARI),9.287,2026-02-04,,2026-05-26,15.857142857142858,,,64080.30,2563212.00,,,,,,,,Arrived at Works,"Vessel bookin received ETD: 18-04-2026, Vessel Rollover from ETD 18-04-26 to 22-04-2026 & 24-04-26. Vessel Rollover ETA 17-05-2026 to 20-05-2026 then 23-05-2026",11,
553,R102,QEN,Arrived,Shafts,Engg.,SE25-CASA-0038,,CASA,4.193,2026-01-29,,2026-05-20,15.857142857142858,,,34382.60,1375304.00,,,,,,,,Arrived at Works,"Vessel bookin received ETD: 18-04-2026, Vessel Rollover from ETD 18-04-26 to 22-04-2026 & 24-04-26. Vessel Rollover ETA 17-05-2026 to 20-05-2026 then 23-05-2026",11,
554,R103,QEN,Arrived,Shafts,Engg.,SE26-SUCA-0010,,Sucaf,12.440,2026-02-19,,2026-06-06,15.285714285714286,,,94544.00,3781760.00,,,,,,,,Arrived at Works,"Vessel bookin received ETD: 18-04-2026, Vessel Rollover from ETD 18-04-26 to 22-04-2026 & 24-04-26. Vessel Rollover ETA 17-05-2026 to 20-05-2026 then 23-05-2026",11,
555,R104,QCL,Arrived,,Trading,,,,,,,,,,,47575.70,13387801.98,,,,,,,,Arrived at Works,(Trading Shipment)/Arrived at Trader Warehouse.,13,
556,R105,QCL,Arrived,Foundry Material,Store,,,,,2026-01-13,,2026-04-13,12.857142857142858,,,7680.00,2494848.00,,,,,,,,Arrived at Works,Container is still at Colombo port since 09-04-2026 due port congestion and ETA Karachi rollover multiple times from 16-04-26 to 23-04-2026 and now ETA Karachi is 27-04-2026.,12,
557,R106,QCL,Arrived,Foundry Material,Store,,,,,2026-01-13,,2026-04-13,12.857142857142858,,,7920.00,2572812.00,,,,,,,,Arrived at Works,Container is still at Colombo port since 09-04-2026 due port congestion and ETA Karachi rollover multiple times from 16-04-26 to 23-04-2026 and now ETA Karachi is 27-04-2026.,12,
558,R107,QCL,Arrived,Foundry Material,Store,,,,,2026-01-13,,2026-04-13,12.857142857142858,,,1296.00,421005.60,,,,,,,,Arrived at Works,Container is still at Colombo port since 09-04-2026 due port congestion and ETA Karachi rollover multiple times from 16-04-26 to 23-04-2026 and now ETA Karachi is 27-04-2026.,12,
559,R108,QCL,Arrived,Foundry Material,Store,,,,,2026-01-27,,2026-04-27,12.857142857142858,,,3144.20,1021393.37,,,,,,,,Arrived at Works,Container is still at Colombo port since 09-04-2026 due port congestion and ETA Karachi rollover multiple times from 16-04-26 to 23-04-2026 and now ETA Karachi is 27-04-2026.,12,
